class,ht,player,pos,tm_link,player_link,year
JR,81.0,Chudier Pal,C,north-carolina-asheville,chudier-pal-1,2014
JR,84.0,Jaleel Roberts,C,north-carolina-asheville,jaleel-roberts-1,2014
FR,75.0,David Robertson,G,north-carolina-asheville,david-robertson-1,2014
FR,70.0,Andrew Rowsey,G,north-carolina-asheville,andrew-rowsey-1,2014
SO,78.0,Will Weeks,F,north-carolina-asheville,will-weeks-1,2014
FR,74.0,Ethan Wilmoth,G,north-carolina-asheville,ethan-wilmoth-1,2014
FR,81.0,Giacomo Zilli,F,north-carolina-asheville,giacomo-zilli-1,2014
SR,70.0,Aaron Anderson,G,north-dakota,aaron-anderson-3,2014
JR,73.0,Lenny Antwi,G,north-dakota,lenny-antwi-1,2014
SO,75.0,Shane Benton,G,north-dakota,shane-benton-1,2014
FR,74.0,Thomas Blake,G,north-dakota,thomas-blake-1,2014
JR,81.0,Chad Calcaterra,F,north-dakota,chad-calcaterra-1,2014
SO,76.0,Dustin Hobaugh,G,north-dakota,dustin-hobaugh-1,2014
FR,72.0,Quinton Hooker,G,north-dakota,quinton-hooker-1,2014
SR,77.0,Troy Huff,G-F,north-dakota,troy-huff-1,2014
SR,80.0,Jaron Nash,F,north-dakota,jaron-nash-1,2014
JR,81.0,Ryan Salmonson,C,north-dakota,ryan-salmonson-1,2014
SR,75.0,Josh Schuler,G,north-dakota,josh-schuler-1,2014
JR,76.0,Cole Stefan,G,north-dakota,cole-stefan-1,2014
SR,79.0,Alonzo Traylor,F,north-dakota,alonzo-traylor-1,2014
SR,73.0,Jamal Webb,G,north-dakota,jamal-webb-2,2014
FR,81.0,Vuk Baletic,F,monmouth,vuk-baletic-1,2014
FR,82.0,Chris Brady,C,monmouth,chris-brady-1,2014
JR,81.0,Khalil Brown,F,monmouth,khalil-brown-1,2014
JR,73.0,Max DiLeo,G,monmouth,max-dileo-1,2014
FR,74.0,Josh James,G,monmouth,josh-james-2,2014
JR,78.0,Deon Jones,G,monmouth,deon-jones-2,2014
JR,78.0,Andrew Nicholas,G,monmouth,andrew-nicholas-1,2014
FR,80.0,Greg Noack,F,monmouth,greg-noack-1,2014
SO,78.0,Tyrone O'Garro,F,monmouth,tyrone-ogarro-1,2014
SO,70.0,Jalen Palm,G,monmouth,jalen-palm-1,2014
FR,68.0,Justin Robinson,G,monmouth,justin-robinson-2,2014
FR,82.0,Marcelo Ruediger,C,monmouth,marcelo-ruediger-1,2014
SO,79.0,Collin Stewart,G,monmouth,collin-stewart-1,2014
FR,82.0,Zac Tillman,C,monmouth,zac-tillman-1,2014
FR,70.0,Christian White,G,monmouth,christian-white-1,2014
JR,73.0,Brandon Bos,G,south-dakota,brandon-bos-1,2014
SO,79.0,Tyler Flack,F,south-dakota,tyler-flack-1,2014
SR,72.0,Jack Foley,G,south-dakota,jack-foley-2,2014
SR,82.0,Trevor Gruis,C,south-dakota,trevor-gruis-1,2014
SO,73.0,Casey Kasperbauer,G,south-dakota,casey-kasperbauer-1,2014
JR,75.0,Tyler Larson,G,south-dakota,tyler-larson-1,2014
SO,72.0,Trey Norris,G,south-dakota,trey-norris-1,2014
JR,77.0,Tavian Pomlee,G-F,south-dakota,tavian-pomlee-1,2014
SO,80.0,Eric Robertson,F,south-dakota,eric-robertson-2,2014
SR,77.0,Karim Rowson,G,south-dakota,karim-rowson-1,2014
SO,77.0,Adam Thoseby,G,south-dakota,adam-thoseby-1,2014
SR,77.0,Kelsey Barlow,G,illinois-chicago,kelsey-barlow-1,2014
FR,77.0,Pat Birt,G-F,illinois-chicago,pat-birt-1,2014
JR,76.0,Marc Brown,G,illinois-chicago,marc-brown-1,2014
FR,79.0,Hans Christian Lauer,F,illinois-chicago,hans-christian-lauer-1,2014
FR,74.0,Frank Dounis,G,illinois-chicago,frank-dounis-1,2014
JR,77.0,Ahman Fells,F,illinois-chicago,ahman-fells-1,2014
SR,80.0,Jordan Harks,F-C,illinois-chicago,jordan-harks-1,2014
SR,80.0,Hayden Humes,F,illinois-chicago,hayden-humes-1,2014
FR,75.0,Markese McGuire,G,illinois-chicago,markese-mcguire-1,2014
JR,75.0,Joey Miller,G,illinois-chicago,joey-miller-1,2014
JR,70.0,Jay Parker,G,illinois-chicago,jay-parker-1,2014
JR,82.0,Will Simonton,C,illinois-chicago,will-simonton-1,2014
SO,75.0,Gabe Snider,G,illinois-chicago,gabe-snider-1,2014
FR,76.0,Lance Whitaker,G-F,illinois-chicago,lance-whitaker-1,2014
FR,69.0,Marcus White,G,illinois-chicago,marcus-white-4,2014
SO,80.0,Jake Wiegand,F,illinois-chicago,jake-wiegand-1,2014
SR,78.0,Onzie Branch,F,gardner-webb,onzie-branch-1,2014
SR,82.0,Michael Byron,C,gardner-webb,michael-byron-1,2014
SR,73.0,Josh Castellanos,G,gardner-webb,josh-castellanos-1,2014
JR,72.0,Jarvis Davis,G,gardner-webb,jarvis-davis-1,2014
JR,79.0,Donta Harper,F,gardner-webb,donta-harper-1,2014
JR,80.0,Corey Hensley,C,gardner-webb,corey-hensley-1,2014
SR,77.0,Naji Hibbert,G,gardner-webb,naji-hibbert-1,2014
SO,77.0,Jerome Hill,F,gardner-webb,jerome-hill-1,2014
SO,74.0,Isaiah Ivey,G,gardner-webb,isaiah-ivey-1,2014
FR,79.0,Tyrell Nelson,C,gardner-webb,tyrell-nelson-1,2014
JR,70.0,Tyler Strange,G,gardner-webb,tyler-strange-1,2014
FR,78.0,Logan Stumpf,F,gardner-webb,logan-stumpf-1,2014
SO,70.0,Adam Sweeney,G,gardner-webb,adam-sweeney-1,2014
FR,78.0,Donell Tuff,F,gardner-webb,donell-tuff-1,2014
SR,77.0,Maurice Barrow,F,fairfield,maurice-barrow-1,2014
FR,74.0,Doug Chappell,G,fairfield,doug-chappell-1,2014
FR,75.0,Lincoln Davis,G,fairfield,lincoln-davis-1,2014
JR,83.0,Malcolm Gilbert,C,fairfield,malcolm-gilbert-1,2014
SO,78.0,Marcus Gilbert,F,fairfield,marcus-gilbert-1,2014
JR,75.0,Sean Grennan,G,fairfield,sean-grennan-1,2014
SO,74.0,Justin Jenkins,G,fairfield,justin-jenkins-1,2014
SO,78.0,Coleman Johnson,F,fairfield,coleman-johnson-1,2014
JR,72.0,Steve Johnston,G,fairfield,steve-johnston-1,2014
FR,66.0,Andrew Leone,G,fairfield,andrew-leone-1,2014
FR,73.0,K.J. Rose,G,fairfield,kj-rose-1,2014
SO,80.0,Amadou Sidibe,C,fairfield,amadou-sidibe-1,2014
FR,80.0,Steve Smith,F,fairfield,steve-smith-6,2014
FR,83.0,Romelo Banks,C,north-florida,romelo-banks-1,2014
SO,80.0,Beau Beech,G,north-florida,beau-beech-1,2014
FR,77.0,Aaron Bodager,G,north-florida,aaron-bodager-1,2014
FR,74.0,Sean Brennan,G,north-florida,sean-brennan-1,2014
SO,79.0,BaeBae Daniels,F,north-florida,baebae-daniels-1,2014
FR,80.0,Chris Davenport,F,north-florida,chris-davenport-2,2014
SR,78.0,Charles McRoy,F,north-florida,charles-mcroy-1,2014
FR,73.0,Dallas Moore,G,north-florida,dallas-moore-1,2014
JR,78.0,Jalen Nesbitt,G,north-florida,jalen-nesbitt-1,2014
SR,78.0,Travis Wallace,F,north-florida,travis-wallace-2,2014
JR,71.0,Devin Wilson,G,north-florida,devin-wilson-1,2014
JR,79.0,Mohamed Conde,F,western-illinois,mohamed-conde-1,2014
FR,77.0,Garret Covington,G,western-illinois,garret-covington-1,2014
SO,71.0,Jordan Foster,G,western-illinois,jordan-foster-1,2014
SO,72.0,Jason Hawthorne,G,western-illinois,jason-hawthorne-1,2014
SR,78.0,Adam Link,F,western-illinois,adam-link-1,2014
FR,78.0,Mike Miklusak,F,western-illinois,mike-miklusak-1,2014
SR,80.0,Michael Ochereobia,C,western-illinois,michael-ochereobia-1,2014
JR,72.0,Remy Roberts-Brunett,G,western-illinois,remy-roberts-brunett-1,2014
FR,73.0,Jabari Sandifer,G,western-illinois,jabari-sandifer-1,2014
SO,80.0,Tate Stensgaard,F,western-illinois,tate-stensgaard-1,2014
JR,73.0,Jacob Begin,G,portland-state,jacob-begin-1,2014
FR,78.0,Kyle Benton,F,portland-state,kyle-benton-1,2014
JR,82.0,Brandon Cataldo,C,portland-state,brandon-cataldo-1,2014
JR,70.0,Tim Douglas,G,portland-state,tim-douglas-1,2014
SR,75.0,Alyx Foster,G,portland-state,alyx-foster-1,2014
FR,74.0,Zach Gengler,G,portland-state,zach-gengler-1,2014
SR,76.0,Marcus Hall,G,portland-state,marcus-hall-3,2014
JR,75.0,Joel King,G,portland-state,joel-king-1,2014
SR,80.0,Aaron Moore,F,portland-state,aaron-moore-1,2014
SR,80.0,Lamont Prosser,C,portland-state,lamont-prosser-1,2014
SR,79.0,Kyle Richardson,F,portland-state,kyle-richardson-1,2014
JR,74.0,DaShaun Wiggins,G,portland-state,dashaun-wiggins-1,2014
JR,73.0,Dre' Winston ,G,portland-state,dre-winston--1,2014
JR,72.0,Gary Winston,G,portland-state,gary-winston-1,2014
SO,72.0,Kristopher Acevedo,G,california-riverside,kristopher-acevedo-1,2014
SR,80.0,Lucas Devenny,F,california-riverside,lucas-devenny-1,2014
FR,74.0,Sam Finley,G,california-riverside,sam-finley-1,2014
JR,77.0,Colin Gruber,F,california-riverside,colin-gruber-1,2014
JR,70.0,Nick Gruninger,G,california-riverside,nick-gruninger-1,2014
SR,76.0,Chris Harriel,F,california-riverside,chris-harriel-1,2014
SO,79.0,Taylor Johns,F,california-riverside,taylor-johns-1,2014
SO,72.0,Steven Jones,G,california-riverside,steven-jones-1,2014
SO,78.0,Tre Owens,F,california-riverside,tre-owens-1,2014
SR,82.0,Chris Patton ,F,california-riverside,chris-patton--1,2014
JR,75.0,Austin Quick,G,california-riverside,austin-quick-1,2014
JR,76.0,Steven Thornton,F,california-riverside,steven-thornton-1,2014
FR,77.0,Monty Boykins,G,lafayette,monty-boykins-1,2014
SR,74.0,Jack Detmer,G,lafayette,jack-detmer-1,2014
JR,79.0,Alan Flannigan,F,lafayette,alan-flannigan-1,2014
SO,82.0,Ben Freeland,F,lafayette,ben-freeland-1,2014
JR,80.0,Seth Hinrichs,G,lafayette,seth-hinrichs-1,2014
FR,80.0,Michael Hoffman,F,lafayette,michael-hoffman-1,2014
FR,71.0,Nick Lindner,G,lafayette,nick-lindner-1,2014
SO,82.0,Billy Murphy,F,lafayette,billy-murphy-1,2014
SO,82.0,Nathaniel Musters,C,lafayette,nathaniel-musters-1,2014
FR,79.0,Jake Newman,G,lafayette,jake-newman-1,2014
JR,75.0,Joey Ptasinksi,G,lafayette,joey-ptasinksi-1,2014
SO,75.0,Zach Rufer,G,lafayette,zach-rufer-1,2014
SO,75.0,Bryce Scott,G,lafayette,bryce-scott-1,2014
SR,72.0,Les Smith,G,lafayette,les-smith-1,2014
JR,81.0,Dan Trist,F,lafayette,dan-trist-1,2014
SO,81.0,Taylor Bessick,F,james-madison,taylor-bessick-1,2014
FR,82.0,Dimitrije Cabarkapa,F,james-madison,dimitrije-cabarkapa-1,2014
SO,77.0,Charles Cooke,G,james-madison,charles-cooke-1,2014
SO,76.0,Ron Curry,G,james-madison,ron-curry-1,2014
FR,80.0,Yohanny Dalembert,F,james-madison,yohanny-dalembert-1,2014
FR,79.0,Jackson Kent,G,james-madison,jackson-kent-1,2014
FR,80.0,Ivan Lukic,F,james-madison,ivan-lukic-1,2014
SO,77.0,Andre Nation,G,james-madison,andre-nation-1,2014
JR,77.0,Christian Pierce,G,james-madison,christian-pierce-1,2014
FR,79.0,Tom Rivard,F,james-madison,tom-rivard-1,2014
FR,80.0,Paulius Satkus,F,james-madison,paulius-satkus-1,2014
GR,79.0,Andrey Semenov,F,james-madison,andrey-semenov-1,2014
FR,80.0,Tom Vodanovich,F,james-madison,tom-vodanovich-1,2014
SR,80.0,Gordon Ball,F,texas-state,gordon-ball-1,2014
SO,76.0,Victor Bermudez,G,texas-state,victor-bermudez-1,2014
JR,75.0,Wesley Davis,G,texas-state,wesley-davis-1,2014
SO,75.0,Ray Dorsey,G,texas-state,ray-dorsey-1,2014
FR,80.0,Emani Gant,F,texas-state,emani-gant-1,2014
FR,79.0,Kavin Gilder-Tilbury,F,texas-state,kavin-gilder-tilbury-1,2014
SR,72.0,Phil Hawkins,G,texas-state,phil-hawkins-1,2014
SR,79.0,Reid Koenen,F,texas-state,reid-koenen-1,2014
JR,76.0,Jeremiah Moore,G,texas-state,jeremiah-moore-1,2014
FR,79.0,Kendall Ramlal,F,texas-state,kendall-ramlal-1,2014
FR,77.0,Naiel Smith,G,texas-state,naiel-smith-1,2014
SR,79.0,Corey Stern,F,texas-state,corey-stern-2,2014
JR,73.0,Nate Velasco,G,texas-state,nate-velasco-1,2014
SR,79.0,Joel Wright,F,texas-state,joel-wright-2,2014
SR,78.0,Anell Alexis,G-F,norfolk-state,anell-alexis-1,2014
SR,78.0,Zieyik Estime,G,norfolk-state,zieyik-estime-1,2014
JR,76.0,Jamel Fuentes,G,norfolk-state,jamel-fuentes-1,2014
SO,81.0,Rashid Gaston,F,norfolk-state,rashid-gaston-1,2014
SR,84.0,Brandon Goode,C,norfolk-state,brandon-goode-1,2014
SR,77.0,Malcolm Hawkins,G,norfolk-state,malcolm-hawkins-1,2014
SR,80.0,Riley Maye,F,norfolk-state,riley-maye-1,2014
SR,73.0,Marese Phelps,G,norfolk-state,marese-phelps-1,2014
JR,78.0,LaTre'e Russell,F,norfolk-state,latree-russell-1,2014
JR,78.0,Kievyn Lila St. Rose,G-F,norfolk-state,kievyn-lila-st-rose-1,2014
SO,80.0,Hefeng Sun,F,norfolk-state,hefeng-sun-1,2014
JR,85.0,Paulius Vinogradovas,C,norfolk-state,paulius-vinogradovas-1,2014
SR,77.0,Jordan Weathers,G,norfolk-state,jordan-weathers-1,2014
SR,78.0,Pendarvis Williams,G,norfolk-state,pendarvis-williams-1,2014
FR,83.0,Ray Barreno,C,tulane,ray-barreno-1,2014
SR,84.0,Tomas Bruha,C,tulane,tomas-bruha-1,2014
FR,74.0,Cole Currie,G,tulane,cole-currie-1,2014
SO,75.0,Louis Dabney,G,tulane,louis-dabney-1,2014
JR,78.0,Trevante Drye,F,tulane,trevante-drye-1,2014
FR,80.0,Josh Hearlihy,G-F,tulane,josh-hearlihy-1,2014
FR,80.0,Payton Henson,F,tulane,payton-henson-1,2014
FR,81.0,Mikael Herbert,F,tulane,mikael-herbert-1,2014
JR,76.0,Jay Hook,G,tulane,jay-hook-1,2014
SR,74.0,Max Keenan,G,tulane,max-keenan-1,2014
FR,79.0,Cameron Reynolds,G,tulane,cameron-reynolds-1,2014
FR,83.0,Ryan Smith,C,tulane,ryan-smith-2,2014
FR,72.0,Jonathan Stark,G,tulane,jonathan-stark-1,2014
SR,81.0,Kevin Thomas,F,tulane,kevin-thomas-3,2014
SO,74.0,Ya Ya Anderson,G,radford,ya-ya-anderson-1,2014
SO,79.0,Kion Brown,F,radford,kion-brown-1,2014
JR,80.0,Jalen Carethers,F,radford,jalen-carethers-1,2014
FR,72.0,Justin Cousin,G,radford,justin-cousin-1,2014
SO,71.0,Rashun Davis,G,radford,rashun-davis-1,2014
SR,74.0,Allen Dickerson,G,radford,allen-dickerson-1,2014
SO,80.0,Lucas Dyer,F,radford,lucas-dyer-1,2014
SO,76.0,Kyle Gonzalez,G,radford,kyle-gonzalez-1,2014
JR,76.0,Javonte Green,F,radford,javonte-green-1,2014
SO,79.0,Brandon Holcomb,C,radford,brandon-holcomb-1,2014
JR,76.0,Kyle Noreen,F,radford,kyle-noreen-1,2014
SO,69.0,Taj Owens,G,radford,taj-owens-1,2014
JR,71.0,R.J.  Price,G,radford,rj-price-1,2014
SO,78.0,Juwan Wells,G-F,radford,juwan-wells-1,2014
FR,76.0,Dylan Alexander,G,san-jose-state,dylan-alexander-1,2014
JR,74.0,D.J. Brown,G,san-jose-state,dj-brown-1,2014
SR,81.0,Chris Cunningham,F,san-jose-state,chris-cunningham-2,2014
FR,75.0,Jalen James,G,san-jose-state,jalen-james-1,2014
FR,78.0,Brandon Mitchell,F,san-jose-state,brandon-mitchell-2,2014
FR,78.0,Rashad Muhammad,G,san-jose-state,rashad-muhammad-1,2014
FR,84.0,Matt Pollard,C,san-jose-state,matt-pollard-1,2014
FR,75.0,Isaac Thornton,G,san-jose-state,isaac-thornton-1,2014
SO,85.0,Mike VanKirk,C,san-jose-state,mike-vankirk-1,2014
JR,79.0,Jaleel Williams,F,san-jose-state,jaleel-williams-1,2014
JR,76.0,Devante Wilson,G,san-jose-state,devante-wilson-1,2014
SO,75.0,Dreon Barlett,G,sacramento-state,dreon-barlett-1,2014
SO,76.0,Cody Demps,G,sacramento-state,cody-demps-1,2014
JR,74.0,Dylan Garrity,G,sacramento-state,dylan-garrity-1,2014
SR,75.0,Kendall Groom,G,sacramento-state,kendall-groom-1,2014
FR,79.0,Nick Hornsby,G,sacramento-state,nick-hornsby-1,2014
FR,70.0,Trevis Jackson,G,sacramento-state,trevis-jackson-1,2014
JR,73.0,Mikh McKinney,G,sacramento-state,mikh-mckinney-1,2014
JR,77.0,Zach Mills,F,sacramento-state,zach-mills-1,2014
JR,80.0,Ryan Okwudibonye,C,sacramento-state,ryan-okwudibonye-1,2014
SR,80.0,Joey Quigley,F,sacramento-state,joey-quigley-1,2014
So,75.0,Case Rada,G,sacramento-state,case-rada-1,2014
SR,78.0,Jordan Salley,F,sacramento-state,jordan-salley-1,2014
FR,83.0,Eric Stuteville,C,sacramento-state,eric-stuteville-1,2014
JR,81.0,Alex Tiffin,F,sacramento-state,alex-tiffin-1,2014
JR,74.0,Ty Allen,G,tennessee-tech,ty-allen-1,2014
JR,80.0,Dwan Caldwell,C,tennessee-tech,dwan-caldwell-1,2014
JR,78.0,Ladon Carter,F,tennessee-tech,ladon-carter-1,2014
SO,76.0,Ammanuel Diressa,G,tennessee-tech,ammanuel-diressa-1,2014
FR,75.0,DeOndre Haynes,G,tennessee-tech,deondre-haynes-1,2014
JR,73.0,Mitchell Hill,G,tennessee-tech,mitchell-hill-1,2014
JR,72.0,Jordan Johnson,G,tennessee-tech,jordan-johnson-2,2014
SR,78.0,Matt Marseille,G-F,tennessee-tech,matt-marseille-1,2014
JR,77.0,Javon McKay,G-F,tennessee-tech,javon-mckay-1,2014
SO,77.0,Josiah Moore,G,tennessee-tech,josiah-moore-1,2014
SO,81.0,Anthony Morse,F,tennessee-tech,anthony-morse-1,2014
SR,79.0,Dennis Ogbe,F,tennessee-tech,dennis-ogbe-1,2014
SR,70.0,Jeremiah Samarrippas,G,tennessee-tech,jeremiah-samarrippas-1,2014
FR,74.0,Shirmane Thomas,G,tennessee-tech,shirmane-thomas-1,2014
FR,79.0,Aaron Bodie,F,niagara,aaron-bodie-1,2014
FR,72.0,Cameron Fowler,G,niagara,cameron-fowler-1,2014
SO,77.0,Rayvon Harris,G-F,niagara,rayvon-harris-1,2014
SR,71.0,Marvin Jordan,G,niagara,marvin-jordan-1,2014
JR,73.0,Antoine Mason,G,niagara,antoine-mason-1,2014
SO,76.0,Tahjere McCall,G,niagara,tahjere-mccall-1,2014
FR,74.0,Wesley Myers,G,niagara,wesley-myers-1,2014
FR,77.0,Ramone Snowden,F,niagara,ramone-snowden-1,2014
JR,79.0,Joe Thomas,F,niagara,joe-thomas-1,2014
FR,72.0,David Varoli,G,niagara,david-varoli-1,2014
SR,80.0,Marcus Ware,F,niagara,marcus-ware-1,2014
SO,74.0,J.J. Butler,G,lipscomb,jj-butler-1,2014
SO,78.0,Talbott Denny,G,lipscomb,talbott-denny-1,2014
SO,76.0,Dylan Greene,G,lipscomb,dylan-greene-1,2014
FR,72.0,J.C. Hampton,G,lipscomb,jc-hampton-1,2014
JR,72.0,Chad Johnson,G,lipscomb,chad-johnson-4,2014
FR,73.0,Cam Miller,G,lipscomb,cam-miller-1,2014
JR,74.0,Carter Sanderson,G,lipscomb,carter-sanderson-1,2014
SR,77.0,Khion Sankey,G-F,lipscomb,khion-sankey-1,2014
FR,81.0,Charles Smith,C,lipscomb,charles-smith-6,2014
JR,77.0,Malcolm Smith,F,lipscomb,malcolm-smith-1,2014
JR,77.0,Martin Smith,F,lipscomb,martin-smith-2,2014
FR,77.0,Josh Williams,G,lipscomb,josh-williams-4,2014
FR,75.0,Matteo Bellusci,G,high-point,matteo-bellusci-1,2014
FR,80.0,John Brown,F,high-point,john-brown-3,2014
SR,81.0,Allan Chaney,F,high-point,allan-chaney-2,2014
FR,80.0,Cliff Cornish,F,high-point,cliff-cornish-1,2014
SO,79.0,Lorenzo Cugini,F,high-point,lorenzo-cugini-1,2014
JR,74.0,Quincy Drye,G,high-point,quincy-drye-1,2014
JR,72.0,Tre Duncan,G,high-point,tre-duncan-1,2014
SR,74.0,Derrell Edwards,G,high-point,derrell-edwards-1,2014
FR,75.0,Anthony Lindauer,G,high-point,anthony-lindauer-1,2014
SR,73.0,Dejuan McGaughy,G,high-point,dejuan-mcgaughy-1,2014
SO,74.0,Haiishen McIntyre,G,high-point,haiishen-mcintyre-1,2014
FR,73.0,Jorge Perez-Laham,G,high-point,jorge-perez-laham-1,2014
FR,77.0,Tarique Thompson,F,high-point,tarique-thompson-1,2014
JR,77.0,Devante Wallace,G,high-point,devante-wallace-1,2014
SO,75.0,Adam Weary,G,high-point,adam-weary-1,2014
FR,78.0,Vicktor Arnick,F,texas-southern,vicktor-arnick-1,2014
SR,69.0,Tyree Bynum,G,texas-southern,tyree-bynum-1,2014
JR,74.0,Davonte Chaney,G,texas-southern,davonte-chaney-1,2014
FR,69.0,Edward Chung,G,texas-southern,edward-chung-1,2014
SR,78.0,Aaron Clayborn,F,texas-southern,aaron-clayborn-1,2014
JR,73.0,Madarious Gibbs,G,texas-southern,madarious-gibbs-1,2014
FR,73.0,Bobby Griffin,G,texas-southern,bobby-griffin-1,2014
FR,78.0,Victor Haywood-Harris,F,texas-southern,victor-haywood-harris-1,2014
SR,76.0,Lawrence Johnson-Danner,G,texas-southern,lawrence-johnson-danner-1,2014
FR,80.0,Christian McCoggle,C,texas-southern,christian-mccoggle-1,2014
SR,82.0,Aaric Murray,C,texas-southern,aaric-murray-1,2014
SR,69.0,Ray Penn,G,texas-southern,ray-penn-1,2014
JR,79.0,Jose Rodriguez,F,texas-southern,jose-rodriguez-1,2014
SR,74.0,D.D. Scarver,G-F,texas-southern,dd-scarver-1,2014
SR,79.0,DeAngelo Scott,F,texas-southern,deangelo-scott-1,2014
FR,76.0,"Eric Washington,",F,texas-southern,eric-washington-4,2014
SO,70.0,Mitchell Badillo,G,incarnate-word,mitchell-badillo-1,2014
FR,77.0,John Baker,F,incarnate-word,john-baker-1,2014
JR,82.0,Winslo Barry,F,incarnate-word,winslo-barry-1,2014
FR,72.0,Marcus Brock,G,incarnate-word,marcus-brock-1,2014
FR,77.0,Sam Burmeister,G,incarnate-word,sam-burmeister-1,2014
SO,77.0,Kyle Hittle,G,incarnate-word,kyle-hittle-1,2014
SR,80.0,Anthony Horton,F,incarnate-word,anthony-horton-1,2014
SR,80.0,Anthony Horton,F,incarnate-word,anthony-horton-2,2014
FR,76.0,Phillip Johnson,G,incarnate-word,phillip-johnson-2,2014
JR,76.0,Denzel Livingston,G,incarnate-word,denzel-livingston-1,2014
SO,73.0,Joseph Louwagie,G,incarnate-word,joseph-louwagie-1,2014
SR,85.0,Ian Markolf,C,incarnate-word,ian-markolf-2,2014
JR,79.0,Justin Philippe,G-F,incarnate-word,justin-philippe-1,2014
FR,70.0,Chris Starkes,G,incarnate-word,chris-starkes-1,2014
SR,71.0,Zack Allen,G,north-carolina-wilmington,zack-allen-1,2014
SR,72.0,Chris Dixon,G,north-carolina-wilmington,chris-dixon-2,2014
GR,73.0,Ben Eblen,G,north-carolina-wilmington,ben-eblen-1,2014
FR,84.0,C.J. Gettys,C,north-carolina-wilmington,cj-gettys-1,2014
SR,75.0,Marcus Graham,G,north-carolina-wilmington,marcus-graham-1,2014
SO,80.0,Luke Hager,F,north-carolina-wilmington,luke-hager-1,2014
JR,76.0,Freddie Jackson,G,north-carolina-wilmington,freddie-jackson-1,2014
SR,74.0,Tanner Milson,G,north-carolina-wilmington,tanner-milson-1,2014
FR,81.0,Chuck Ogbodo,F,north-carolina-wilmington,chuck-ogbodo-1,2014
SO,73.0,Craig Ponder,G,north-carolina-wilmington,craig-ponder-1,2014
SR,80.0,Shane Reybold,F,north-carolina-wilmington,shane-reybold-1,2014
SO,81.0,Dylan Sherwood,F,north-carolina-wilmington,dylan-sherwood-1,2014
JR,76.0,Addison Spruill,G,north-carolina-wilmington,addison-spruill-1,2014
JR,81.0,Cedrick Williams,F,north-carolina-wilmington,cedrick-williams-1,2014
FR,72.0,Tanner Beachnau,G,central-michigan,tanner-beachnau-1,2014
SR,76.0,DeAndray Buckley,G-F,central-michigan,deandray-buckley-1,2014
FR,79.0,Nick Carlos,G-F,central-michigan,nick-carlos-1,2014
SO,73.0,Chris Fowler,G,central-michigan,chris-fowler-1,2014
SO,79.0,Blake Hibbitts,F,central-michigan,blake-hibbitts-1,2014
JR,75.0,Austin Keel,G,central-michigan,austin-keel-1,2014
FR,76.0,Josh Kozinski,G,central-michigan,josh-kozinski-1,2014
SO,76.0,Spencer Krannitz,G-F,central-michigan,spencer-krannitz-1,2014
SO,73.0,Sheldon Lowman,G,central-michigan,sheldon-lowman-1,2014
FR,69.0,Braylon Rayson,G,central-michigan,braylon-rayson-1,2014
SO,76.0,Derrick Richardson,G,central-michigan,derrick-richardson-2,2014
GR,80.0,Zach Saylor,F,central-michigan,zach-saylor-1,2014
SO,76.0,Rayshawn Simmons,G,central-michigan,rayshawn-simmons-1,2014
SO,80.0,John Simons,F,central-michigan,john-simons-1,2014
SO,78.0,Austin Stewart,G,central-michigan,austin-stewart-1,2014
FR,70.0,Jacobby Bledsoe,G,missouri-kansas-city,jacobby-bledsoe-1,2014
FR,70.0,Jordan Brown,G,missouri-kansas-city,jordan-brown-2,2014
SO,75.0,John Burke,G,missouri-kansas-city,john-burke-3,2014
SR,81.0,Fred Chatmon,F-C,missouri-kansas-city,fred-chatmon-1,2014
SR,79.0,Trinity Hall,F,missouri-kansas-city,trinity-hall-1,2014
FR,71.0,Martez Harrison,G,missouri-kansas-city,martez-harrison-1,2014
SR,81.0,Caleb Johnson,F-C,missouri-kansas-city,caleb-johnson-1,2014
SR,75.0,Nelson Kirksey,G-F,missouri-kansas-city,nelson-kirksey-1,2014
SR,79.0,Kirk Korver,F-C,missouri-kansas-city,kirk-korver-1,2014
FR,82.0,Isaac Kreuer,F-C,missouri-kansas-city,isaac-kreuer-1,2014
FR,79.0,Chandler Levingston Simon,F,missouri-kansas-city,chandler-levingston-simon-1,2014
SR,72.0,Aaron Washington,G,missouri-kansas-city,aaron-washington-2,2014
JR,78.0,Frank Williams,G,missouri-kansas-city,frank-williams-2,2014
FR,76.0,Drew Bender,G,rice,drew-bender-1,2014
FR,77.0,Joey Burbach,G,rice,joey-burbach-1,2014
FR,82.0,Andrew Drone,C,rice,andrew-drone-1,2014
FR,72.0,Hunter Eggers,G,rice,hunter-eggers-1,2014
SR,80.0,Bahrom Firozgary,F,rice,bahrom-firozgary-1,2014
JR,79.0,Seth Gearhart,F,rice,seth-gearhart-1,2014
SO,69.0,Max Guercy,G,rice,max-guercy-1,2014
FR,75.0,Marcus Jackson,G,rice,marcus-jackson-6,2014
FR,78.0,Nizar Kapic,G-F,rice,nizar-kapic-1,2014
FR,81.0,Sean Obi,F,rice,sean-obi-1,2014
JR,72.0,Dan Peera,G,rice,dan-peera-1,2014
SR,75.0,Austin Ramljak,G,rice,austin-ramljak-1,2014
SO,73.0,Keith Washington,G,rice,keith-washington-1,2014
SO,79.0,Ross Wilson,F,rice,ross-wilson-1,2014
