class,ht,player,pos,tm_link,player_link,year
FR,69.0,"Whitley ""Beau"" Carter",G,savannah-state,whitley-beau-carter-1,2014
JR,81.0,Hikeem Champaigne,F-C,savannah-state,hikeem-champaigne-1,2014
SR,74.0,Angelo Davis,G,savannah-state,angelo-davis-1,2014
FR,77.0,Alante Fenner,G,savannah-state,alante-fenner-1,2014
JR,73.0,Terel Hall,F,savannah-state,terel-hall-1,2014
SR,76.0,Patrick Hendley,G,savannah-state,patrick-hendley-1,2014
FR,73.0,Jeremiah Hill,F,savannah-state,jeremiah-hill-1,2014
FR,77.0,Javaris Jenkins,G-F,savannah-state,javaris-jenkins-1,2014
SR,77.0,Joshua Montgomery,F,savannah-state,joshua-montgomery-1,2014
FR,79.0,Saadiq Muhammad,F,savannah-state,saadiq-muhammad-1,2014
JR,73.0,Keierre Richards,G,savannah-state,keierre-richards-1,2014
SR,81.0,Jyles Smith,F,savannah-state,jyles-smith-1,2014
SR,75.0,Khiry White,G,savannah-state,khiry-white-1,2014
SR,72.0,Deven Williams,G,savannah-state,deven-williams-1,2014
SR,73.0,Stephen Wilson,G,savannah-state,stephen-wilson-1,2014
SO,80.0,Alex Bates,F,tennessee-state,alex-bates-1,2014
JR,78.0,Kennedy Eubanks,G-F,tennessee-state,kennedy-eubanks-1,2014
FR,75.0,Jordan Gaither,G,tennessee-state,jordan-gaither-1,2014
FR,73.0,Jamonte Graham,G,tennessee-state,jamonte-graham-1,2014
SR,81.0,Michael Green,F,tennessee-state,michael-green-2,2014
JR,70.0,Jay Harris,G,tennessee-state,jay-harris-2,2014
SO,72.0,Cameron Johnson,G,tennessee-state,cameron-johnson-2,2014
JR,73.0,Patrick Miller,G,tennessee-state,patrick-miller-2,2014
FR,79.0,Ugo Mmonu,F,tennessee-state,ugo-mmonu-1,2014
SR,75.0,Jacquan Nobles,G,tennessee-state,jacquan-nobles-1,2014
JR,74.0,Jaleel Queary,G,tennessee-state,jaleel-queary-1,2014
JR,81.0,M.J. Rhett,F,tennessee-state,mj-rhett-1,2014
SR,80.0,Chaed Wellian,F,tennessee-state,chaed-wellian-1,2014
SO,74.0,Gerald Williams,G,tennessee-state,gerald-williams-1,2014
FR,76.0,Mark Alstork,G,ball-state,mark-alstork-1,2014
SR,74.0,Jesse Berry,G,ball-state,jesse-berry-1,2014
SR,76.0,Chris Bond,F,ball-state,chris-bond-1,2014
SO,71.0,Chase Brogna,G,ball-state,chase-brogna-1,2014
SO,78.0,Bo Calhoun,F,ball-state,bo-calhoun-1,2014
SR,74.0,Kindon Crowder,G,ball-state,kindon-crowder-1,2014
FR,78.0,Franko House,F,ball-state,franko-house-1,2014
SR,80.0,Matt Kamieniecki,F,ball-state,matt-kamieniecki-1,2014
SR,78.0,Tyler Koch,F,ball-state,tyler-koch-1,2014
SR,81.0,Majok Majok,F,ball-state,majok-majok-1,2014
FR,68.0,Kaleb Mallory,G,ball-state,kaleb-mallory-1,2014
FR,77.0,Quinten Payne,G,ball-state,quinten-payne-1,2014
SO,83.0,Mading Thok,C,ball-state,mading-thok-1,2014
FR,69.0,Zavier Turner,G,ball-state,zavier-turner-1,2014
FR,77.0,Wesley Alcegaire,G-F,liberty,wesley-alcegaire-1,2014
SR,78.0,Antwan Burrus,F,liberty,antwan-burrus-1,2014
SR,80.0,JR Coronado,F,liberty,jr-coronado-1,2014
JR,74.0,Chad Donley,G,liberty,chad-donley-1,2014
JR,81.0,Tomasz Gielo,F,liberty,tomasz-gielo-1,2014
SO,73.0,Ethan Layer,G,liberty,ethan-layer-1,2014
SR,71.0,Davon Marshall,G,liberty,davon-marshall-1,2014
JR,79.0,Sommy Ogukwe,F,liberty,sommy-ogukwe-1,2014
FR,76.0,Devon Pekas,G,liberty,devon-pekas-1,2014
SO,75.0,Joe Retic,G,liberty,joe-retic-1,2014
SR,75.0,Casey Roberts,G,liberty,casey-roberts-1,2014
SR,72.0,John Caleb Sanders,G,liberty,john-caleb-sanders-1,2014
JR,81.0,Andrew Smith,F,liberty,andrew-smith-3,2014
SR,82.0,Joel Vander Pol,C,liberty,joel-vander-pol-1,2014
SO,72.0,Joshua Batson,G,chicago-state,joshua-batson-1,2014
FR,82.0,Quron Davis,F,chicago-state,quron-davis-1,2014
SR,78.0,Eddie Denard,F,chicago-state,eddie-denard-1,2014
SO,77.0,Jared Dimakos,G,chicago-state,jared-dimakos-1,2014
SR,73.0,Jamere Dismukes,G,chicago-state,jamere-dismukes-1,2014
SR,75.0,Nate Duhon,G,chicago-state,nate-duhon-1,2014
SR,82.0,Arthur Gage,C,chicago-state,arthur-gage-1,2014
SR,71.0,Corey Gray,G,chicago-state,corey-gray-1,2014
FR,77.0,Johnny Griffin,G,chicago-state,johnny-griffin-1,2014
FR,73.0,Kurt Karis,G,chicago-state,kurt-karis-1,2014
JR,72.0,Rahjan Muhammad,G,chicago-state,rahjan-muhammad-1,2014
SR,76.0,Quinton Pippen,G-F,chicago-state,quinton-pippen-1,2014
JR,76.0,Clarke Rosenberg,G,chicago-state,clarke-rosenberg-1,2014
FR,84.0,Willie Rosenthal,C,chicago-state,willie-rosenthal-1,2014
SR,80.0,Matt Ross,F,chicago-state,matt-ross-1,2014
SR,77.0,Markus Starks,F,chicago-state,markus-starks-1,2014
SO,77.0,Corey Arentsen,G,austin-peay,corey-arentsen-1,2014
SR,75.0,Travis Betran,G,austin-peay,travis-betran-1,2014
JR,76.0,Ed Dyson,F,austin-peay,ed-dyson-1,2014
JR,78.0,Chris Freeman,F,austin-peay,chris-freeman-1,2014
JR,71.0,Fred Garmon,G,austin-peay,fred-garmon-1,2014
JR,77.0,Thomas Greer,G,austin-peay,thomas-greer-1,2014
SO,79.0,Preston Herring,F,austin-peay,preston-herring-1,2014
SO,80.0,Chris Horton,C-F,austin-peay,chris-horton-1,2014
SO,79.0,Serigne Mboup,F-C,austin-peay,serigne-mboup-1,2014
JR,74.0,Demarius Smith,G,austin-peay,demarius-smith-1,2014
SR,78.0,Will Triggs,F,austin-peay,will-triggs-1,2014
SO,70.0,Zavion Williams,G,austin-peay,zavion-williams-1,2014
SO,78.0,Jalen Billups,F-C,northern-kentucky,jalen-billups-1,2014
FR,77.0,Daniel Camps,F,northern-kentucky,daniel-camps-1,2014
FR,78.0,Deontae Cole,F,northern-kentucky,deontae-cole-1,2014
FR,71.0,Dean Danos,G,northern-kentucky,dean-danos-1,2014
SO,78.0,Jack Flournoy,F,northern-kentucky,jack-flournoy-1,2014
SO,79.0,Jake Giesler,C,northern-kentucky,jake-giesler-1,2014
JR,74.0,Jordan Jackson,G,northern-kentucky,jordan-jackson-1,2014
SO,69.0,Todd Johnson,G,northern-kentucky,todd-johnson-1,2014
SO,76.0,Anthony Monaco,G,northern-kentucky,anthony-monaco-1,2014
FR,79.0,Cole Murray,G,northern-kentucky,cole-murray-1,2014
FR,74.0,Matt Rosenwinkel,G,northern-kentucky,matt-rosenwinkel-1,2014
SO,75.0,Tyler White,G,northern-kentucky,tyler-white-1,2014
JR,74.0,Denzel Brito,G,loyola-md,denzel-brito-1,2014
SR,75.0,Dylon Cormier,G,loyola-md,dylon-cormier-1,2014
FR,81.0,Josh Forney,F,loyola-md,josh-forney-1,2014
FR,81.0,Nick Gorski,F,loyola-md,nick-gorski-1,2014
SO,74.0,Tyler Hubbard,G,loyola-md,tyler-hubbard-1,2014
SO,79.0,Jarred Jones,G,loyola-md,jarred-jones-1,2014
SO,78.0,Eric Laster,G,loyola-md,eric-laster-1,2014
SR,81.0,Jordan Latham,F,loyola-md,jordan-latham-1,2014
SR,79.0,Chido Onyiuke,F,loyola-md,chido-onyiuke-1,2014
FR,68.0,Jevon Patton,G,loyola-md,jevon-patton-1,2014
FR,77.0,Damion Rashford,G,loyola-md,damion-rashford-1,2014
SO,81.0,Will Rassman,F,loyola-md,will-rassman-1,2014
FR,72.0,Sean Tuohy,G,loyola-md,sean-tuohy-1,2014
JR,69.0,R.J. Williams,G,loyola-md,rj-williams-1,2014
JR,72.0,Cameron Craig,G,southern-illinois-edwardsville,cameron-craig-1,2014
JR,74.0,Kris Davis,G,southern-illinois-edwardsville,kris-davis-1,2014
SO,82.0,Grant Fiorentinos,F-C,southern-illinois-edwardsville,grant-fiorentinos-1,2014
JR,82.0,Keaton Jackson,F,southern-illinois-edwardsville,keaton-jackson-1,2014
SR,76.0,Tim Johnson,G,southern-illinois-edwardsville,tim-johnson-5,2014
SR,78.0,Ray Lester,F,southern-illinois-edwardsville,ray-lester-1,2014
JR,78.0,Michael Messer,G,southern-illinois-edwardsville,michael-messer-1,2014
JR,76.0,Rozell Nunn,G-F,southern-illinois-edwardsville,rozell-nunn-1,2014
JR,71.0,Akintoye Okunrinboye,G,southern-illinois-edwardsville,akintoye-okunrinboye-1,2014
SR,75.0,Christian Salecich,G,southern-illinois-edwardsville,christian-salecich-1,2014
JR,77.0,Keaton Scheer,G,southern-illinois-edwardsville,keaton-scheer-1,2014
SO,72.0,Donivine Stewart,G,southern-illinois-edwardsville,donivine-stewart-1,2014
JR,74.0,Maurice Wiltz,G,southern-illinois-edwardsville,maurice-wiltz-1,2014
JR,71.0,Shaquille Boga,G,texas-pan-american,shaquille-boga-2,2014
SR,78.0,Josh Cleveland,F,texas-pan-american,josh-cleveland-1,2014
SR,75.0,Jamal Dantzler,G,texas-pan-american,jamal-dantzler-1,2014
SR,77.0,Javorn Farrell,G-F,texas-pan-american,javorn-farrell-2,2014
JR,76.0,Christian Hildebrandt,G,texas-pan-american,christian-hildebrandt-1,2014
SO,79.0,Shaquille Hines,F,texas-pan-american,shaquille-hines-1,2014
SR,73.0,Hurley Johnson,G,texas-pan-american,hurley-johnson-1,2014
SR,77.0,Justin Leathers,F,texas-pan-american,justin-leathers-1,2014
FR,79.0,Alex Majewski,F,texas-pan-american,alex-majewski-1,2014
FR,76.0,Moe McDonald,G,texas-pan-american,moe-mcdonald-1,2014
FR,73.0,L.J. McIntosh,G,texas-pan-american,lj-mcintosh-1,2014
FR,70.0,Blake Provost,G,texas-pan-american,blake-provost-1,2014
FR,73.0,Jacob Raspopovich,G,texas-pan-american,jacob-raspopovich-1,2014
FR,77.0,Marcel Simon,G,texas-pan-american,marcel-simon-1,2014
JR,79.0,Lauri Toivonen,F,texas-pan-american,lauri-toivonen-1,2014
SR,72.0,Antonio Biglow,G,montana-state,antonio-biglow-1,2014
SO,76.0,Terrell Brown,F,montana-state,terrell-brown-3,2014
JR,79.0,Blake Brumwell,C,montana-state,blake-brumwell-1,2014
SO,71.0,Marcus Colbert,G,montana-state,marcus-colbert-1,2014
SR,76.0,Calen Coleman,F,montana-state,calen-coleman-1,2014
SR,77.0,Flavien Davis,F,montana-state,flavien-davis-1,2014
JR,69.0,Michael Dison,G,montana-state,michael-dison-1,2014
SR,81.0,Paul Egwuonwu,C,montana-state,paul-egwuonwu-1,2014
FR,75.0,Stephan Holm,G,montana-state,stephan-holm-1,2014
JR,81.0,Eric Norman,F,montana-state,eric-norman-1,2014
SO,80.0,Danny Robison,F,montana-state,danny-robison-1,2014
FR,79.0,Ryan Shannon,F,montana-state,ryan-shannon-1,2014
JR,77.0,Martynas Bareika,G,chattanooga,martynas-bareika-1,2014
SO,73.0,Alex Bran,G,chattanooga,alex-bran-1,2014
FR,73.0,Anthanee Doyle,G,chattanooga,anthanee-doyle-1,2014
JR,71.0,Andrew Houts,G,chattanooga,andrew-houts-1,2014
SO,77.0,Casey Jones,G,chattanooga,casey-jones-1,2014
SR,78.0,Z Mason,F,chattanooga,z-mason-1,2014
SO,76.0,Gee McGhee,G,chattanooga,gee-mcghee-1,2014
FR,73.0,Greg Pryor,G,chattanooga,greg-pryor-1,2014
SO,76.0,Eric Robertson,G,chattanooga,eric-robertson-1,2014
JR,79.0,Lance Stokes,F,chattanooga,lance-stokes-1,2014
JR,75.0,Ronrico White,G,chattanooga,ronrico-white-1,2014
FR,80.0,T.J. Williams,F,chattanooga,tj-williams-3,2014
FR,74.0,Jay Wimbley,G,chattanooga,jay-wimbley-1,2014
SR,75.0,Andre Armstrong,G,coppin-state,andre-armstrong-1,2014
FR,80.0,Jerimyjah Batts,F,coppin-state,jerimyjah-batts-1,2014
JR,68.0,Daquan Brickhouse,G,coppin-state,daquan-brickhouse-1,2014
SO,79.0,Zach Burnham,F,coppin-state,zach-burnham-1,2014
JR,70.0,Taariq Cephas,G,coppin-state,taariq-cephas-1,2014
JR,79.0,Arnold Fripp,F,coppin-state,arnold-fripp-1,2014
JR,77.0,Dallas Gary,F,coppin-state,dallas-gary-1,2014
SR,81.0,Charles Ieans,F,coppin-state,charles-ieans-1,2014
JR,76.0,Jahvari Josiah,G,coppin-state,jahvari-josiah-1,2014
FR,74.0,Christian Kessee,G,coppin-state,christian-kessee-1,2014
SR,77.0,Michael Murray,F,coppin-state,michael-murray-1,2014
SO,75.0,Michael Oyefusi,F,coppin-state,michael-oyefusi-1,2014
FR,73.0,Van Rolle,G,coppin-state,van-rolle-1,2014
SO,76.0,Sterling Smith,G,coppin-state,sterling-smith-1,2014
JR,80.0,Brandon St. Louis,F,coppin-state,brandon-st-louis-1,2014
SR,72.0,Devon Agusi,G,texas-san-antonio,devon-agusi-1,2014
SR,75.0,Keith Benford,G,texas-san-antonio,keith-benford-1,2014
FR,78.0,Phillip Jones,F,texas-san-antonio,phillip-jones-2,2014
JR,74.0,Keon Lewis,G,texas-san-antonio,keon-lewis-1,2014
SO,77.0,George Matthews,G,texas-san-antonio,george-matthews-1,2014
SR,79.0,Edrico McGregor,F-C,texas-san-antonio,edrico-mcgregor-1,2014
FR,70.0,Trey Moore,G,texas-san-antonio,trey-moore-2,2014
FR,82.0,Lucas O'Brien,C,texas-san-antonio,lucas-obrien-1,2014
JR,84.0,Kaj-Bjorn Sherman,C,texas-san-antonio,kaj-bjorn-sherman-1,2014
SR,76.0,Jordan Sims,G-F,texas-san-antonio,jordan-sims-1,2014
SR,73.0,Hyjii Thomas,G,texas-san-antonio,hyjii-thomas-1,2014
SO,76.0,James Williams,G,texas-san-antonio,james-williams-7,2014
SR,78.0,Tyler Wood,F,texas-san-antonio,tyler-wood-1,2014
FR,74.0,Jayde Dawson,G,fairleigh-dickinson,jayde-dawson-1,2014
GR,81.0,Scooter Gillette,F,fairleigh-dickinson,scooter-gillette-1,2014
SO,78.0,Xavier Harris,F,fairleigh-dickinson,xavier-harris-1,2014
JR,75.0,Mustafaa Jones,G,fairleigh-dickinson,mustafaa-jones-1,2014
FR,77.0,Scott Kingsley,G,fairleigh-dickinson,scott-kingsley-1,2014
FR,77.0,Matt MacDonald,G,fairleigh-dickinson,matt-macdonald-1,2014
FR,78.0,Myles Mann,F,fairleigh-dickinson,myles-mann-1,2014
FR,68.0,Malachi Nix,G,fairleigh-dickinson,malachi-nix-1,2014
FR,81.0,Mike Owona,F,fairleigh-dickinson,mike-owona-1,2014
SO,77.0,Kyle Pearson,F,fairleigh-dickinson,kyle-pearson-1,2014
SR,71.0,Sidney Sanders,G,fairleigh-dickinson,sidney-sanders-1,2014
SR,79.0,Mathias Seilund,F,fairleigh-dickinson,mathias-seilund-1,2014
JR,76.0,Zach Altany,G,georgia-southern,zach-altany-1,2014
SR,79.0,Marvin Baynham,F,georgia-southern,marvin-baynham-1,2014
SR,75.0,Tre Bussey,G,georgia-southern,tre-bussey-1,2014
FR,74.0,Grayson Clark,G,georgia-southern,grayson-clark-1,2014
JR,75.0,Curtis Diamond,G,georgia-southern,curtis-diamond-1,2014
FR,78.0,Kyle Doyle,F,georgia-southern,kyle-doyle-1,2014
JR,80.0,Kameron Dunnican,F,georgia-southern,kameron-dunnican-1,2014
JR,74.0,Jelani Hewitt,G,georgia-southern,jelani-hewitt-1,2014
SR,73.0,Brian Holmes,G,georgia-southern,brian-holmes-2,2014
FR,77.0,Scott Kelly,F,georgia-southern,scott-kelly-1,2014
JR,76.0,Angel Matias,F,georgia-southern,angel-matias-1,2014
SR,79.0,Sam Mike,F,georgia-southern,sam-mike-1,2014
SO,72.0,Cole Rives,G,georgia-southern,cole-rives-1,2014
JR,76.0,D.J. Suter,G,georgia-southern,dj-suter-1,2014
FR,76.0,Torlorf Thomas,G,georgia-southern,torlorf-thomas-1,2014
JR,78.0,Keenan Anderson,F,eastern-illinois,keenan-anderson-1,2014
SO,76.0,Alex Austin,G,eastern-illinois,alex-austin-1,2014
SR,78.0,Sherman Blanford,F,eastern-illinois,sherman-blanford-1,2014
JR,73.0,Dylan Chatman,G,eastern-illinois,dylan-chatman-1,2014
FR,75.0,Zach Dickerson,G,eastern-illinois,zach-dickerson-1,2014
FR,75.0,Dennis Green,G,eastern-illinois,dennis-green-1,2014
FR,76.0,Anthony Johnson,G,eastern-illinois,anthony-johnson-7,2014
SO,73.0,Donald Moore,G,eastern-illinois,donald-moore-2,2014
JR,80.0,Chris Olivier,F,eastern-illinois,chris-olivier-1,2014
SO,83.0,Luke Piotrowski,C,eastern-illinois,luke-piotrowski-1,2014
JR,86.0,Mat Piotrowski,C,eastern-illinois,mat-piotrowski-1,2014
JR,80.0,Josh Piper,F,eastern-illinois,josh-piper-1,2014
SO,75.0,Julian Robertson,G,eastern-illinois,julian-robertson-1,2014
FR,71.0,Aaron Siler,G,eastern-illinois,aaron-siler-1,2014
JR,72.0,Reggie Smith,G,eastern-illinois,reggie-smith-2,2014
FR,78.0,Jake Verhagen,F,eastern-illinois,jake-verhagen-1,2014
SO,74.0,Olivier-Paul Betu,G,california-davis,olivier-paul-betu-1,2014
JR,80.0,Clint Bozner,F,california-davis,clint-bozner-1,2014
SO,81.0,Justin Dueck,F,california-davis,justin-dueck-1,2014
FR,80.0,Georgi Funtarov,F,california-davis,georgi-funtarov-1,2014
FR,70.0,Darius Graham,G,california-davis,darius-graham-1,2014
JR,75.0,Corey Hawkins,G,california-davis,corey-hawkins-1,2014
JR,75.0,Avery Johnson,G,california-davis,avery-johnson-2,2014
FR,76.0,Brynton Lemar,G,california-davis,brynton-lemar-1,2014
FR,74.0,Carlos Mancasola,G,california-davis,carlos-mancasola-1,2014
JR,80.0,Igor Nujic,F,california-davis,igor-nujic-1,2014
SR,81.0,Josh Ritchart,G-F,california-davis,josh-ritchart-1,2014
SR,76.0,Ryan Sypkens,G,california-davis,ryan-sypkens-1,2014
FR,80.0,Treshawn Bolden,F,jackson-state,treshawn-bolden-1,2014
FR,75.0,Javeres Brent,G,jackson-state,javeres-brent-1,2014
FR,73.0,Rasheed James,G,jackson-state,rasheed-james-1,2014
FR,74.0,Marcus Love,G,jackson-state,marcus-love-1,2014
FR,80.0,Janarius Middleton,F,jackson-state,janarius-middleton-1,2014
SR,73.0,Julysses Nobles,G,jackson-state,julysses-nobles-1,2014
FR,76.0,Dontaveon Robinson,G,jackson-state,dontaveon-robinson-1,2014
SR,73.0,Jeff Stubbs,G,jackson-state,jeff-stubbs-1,2014
JR,78.0,Derrell Taylor,F,jackson-state,derrell-taylor-1,2014
FR,75.0,Kenneth Taylor,G,jackson-state,kenneth-taylor-1,2014
FR,74.0,O'Barcus Taylor,G,jackson-state,obarcus-taylor-1,2014
FR,81.0,Marquis Todd,F,jackson-state,marquis-todd-1,2014
FR,74.0,Chester Victor,G,jackson-state,chester-victor-1,2014
FR,79.0,Kenneth Wachira,F,jackson-state,kenneth-wachira-1,2014
SR,82.0,Brandon West,C,jackson-state,brandon-west-1,2014
SO,81.0,Tyler Alderman,C,jacksonville,tyler-alderman-1,2014
SO,71.0,Marcellous Bell,G,jacksonville,marcellous-bell-1,2014
JR,77.0,Jeremy Bogus,G,jacksonville,jeremy-bogus-1,2014
SR,78.0,Javon Dawson,F,jacksonville,javon-dawson-1,2014
SO,78.0,Kordario Fleming,F,jacksonville,kordario-fleming-1,2014
SO,76.0,Jarvis Haywood,G,jacksonville,jarvis-haywood-1,2014
FR,79.0,J.R. Holder,F,jacksonville,jr-holder-1,2014
FR,74.0,Sam Hunt,G,jacksonville,sam-hunt-1,2014
FR,78.0,Omar El Manasterly,F,jacksonville,omar-el-manasterly-1,2014
SR,74.0,Vince Martin,G,jacksonville,vince-martin-1,2014
SR,73.0,Keith McDougle,G,jacksonville,keith-mcdougle-1,2014
FR,81.0,Josh Murray,C,jacksonville,josh-murray-2,2014
GR,81.0,RJ Slawson,F,jacksonville,rj-slawson-1,2014
FR,78.0,Marcel White,G-F,jacksonville,marcel-white-1,2014
FR,75.0,Tim Abruzzo,G,navy,tim-abruzzo-1,2014
FR,81.0,Edward Alade,F-C,navy,edward-alade-1,2014
SO,78.0,Jerome Alexander,F,navy,jerome-alexander-1,2014
JR,66.0,Kevin Alter,G,navy,kevin-alter-1,2014
FR,71.0,Payne Andrus,G,navy,payne-andrus-1,2014
FR,76.0,Michael Brown,G,navy,michael-brown-1,2014
SO,70.0,Tilman Dunbar,G,navy,tilman-dunbar-1,2014
FR,81.0,Enouma Ebinum,F,navy,enouma-ebinum-1,2014
FR,71.0,Zach Fong,G,navy,zach-fong-1,2014
SO,77.0,Phil Guglielmo,G,navy,phil-guglielmo-1,2014
FR,78.0,James Hemphill,F,navy,james-hemphill-1,2014
SO,81.0,Will Kelly,F-C,navy,will-kelly-1,2014
SO,75.0,Kendall Knorr,G,navy,kendall-knorr-1,2014
SR,78.0,James Loupos,F,navy,james-loupos-1,2014
JR,70.0,Earl McLaurin,G,navy,earl-mclaurin-1,2014
JR,78.0,Worth Smith,F,navy,worth-smith-1,2014
JR,72.0,Brandon Venturini,G,navy,brandon-venturini-1,2014
FR,74.0,Grant Vermeer,G,navy,grant-vermeer-1,2014
SR,75.0,Thurgood Wynn,G,navy,thurgood-wynn-1,2014
JR,78.0,Teraes Clemmons,G-F,jacksonville-state,teraes-clemmons-1,2014
SR,78.0,Nick Cook,F,jacksonville-state,nick-cook-1,2014
JR,79.0,D.J. Felder,F,jacksonville-state,dj-felder-1,2014
JR,80.0,Jamal Hunter,C-F,jacksonville-state,jamal-hunter-2,2014
FR,77.0,Joe Kuligoski,G-F,jacksonville-state,joe-kuligoski-1,2014
SO,81.0,Mike Louder,F,jacksonville-state,mike-louder-1,2014
SR,68.0,Rod McReynolds,G,jacksonville-state,rod-mcreynolds-1,2014
FR,74.0,Undra Mitchem,G,jacksonville-state,undra-mitchem-1,2014
JR,70.0,Avery Moore,G,jacksonville-state,avery-moore-1,2014
JR,75.0,Darion Rackley,G,jacksonville-state,darion-rackley-1,2014
SR,75.0,Rico Sanders,G,jacksonville-state,rico-sanders-1,2014
SR,73.0,Giovanni Smith,G,jacksonville-state,giovanni-smith-1,2014
JR,74.0,Grant White,G,jacksonville-state,grant-white-1,2014
SR,73.0,Brian Williams,G,jacksonville-state,brian-williams-8,2014
SR,76.0,Muhammad Abdul-Aleem,G,florida-am,muhammad-abdul-aleem-1,2014
SR,70.0,Jamie Adams,G,florida-am,jamie-adams-1,2014
SR,78.0,Jamari Bradshaw,G-F,florida-am,jamari-bradshaw-1,2014
JR,76.0,D'Andre Bullard,G,florida-am,dandre-bullard-1,2014
SO,76.0,Willie Conner,G,florida-am,willie-conner-1,2014
JR,81.0,Pierre Crawford,C,florida-am,pierre-crawford-1,2014
SR,77.0,Walter Davis,G,florida-am,walter-davis-3,2014
SO,79.0,Trey Kellum,F,florida-am,trey-kellum-1,2014
JR,79.0,Bobby King,F,florida-am,bobby-king-1,2014
JR,74.0,Reggie Lewis,G,florida-am,reggie-lewis-2,2014
JR,76.0,Greg Nelson,G,florida-am,greg-nelson-2,2014
SR,80.0,Onyekachukwu Odi,F,florida-am,onyekachukwu-odi-1,2014
SR,79.0,Christopher Rozier,F,florida-am,christopher-rozier-1,2014
FR,72.0,Richie Spiller,G,florida-am,richie-spiller-1,2014
FR,72.0,Diante Baldwin,G,north-carolina-greensboro,diante-baldwin-1,2014
FR,72.0,Clay Byrd,G,north-carolina-greensboro,clay-byrd-1,2014
JR,79.0,Kyle Cain,F,north-carolina-greensboro,kyle-cain-1,2014
FR,81.0,Jordy Kuiper,F,north-carolina-greensboro,jordy-kuiper-1,2014
SO,77.0,Kayel Locke,F,north-carolina-greensboro,kayel-locke-1,2014
SR,76.0,Tyler McNeely,F,north-carolina-greensboro,tyler-mcneely-1,2014
JR,76.0,Jamal Mitchell,G-F,north-carolina-greensboro,jamal-mitchell-1,2014
FR,78.0,Tyrone Outlaw,G-F,north-carolina-greensboro,tyrone-outlaw-1,2014
SR,73.0,Drew Parker,G,north-carolina-greensboro,drew-parker-1,2014
JR,79.0,Nicholas Paulos,G-F,north-carolina-greensboro,nicholas-paulos-1,2014
SO,71.0,Jordan Potts,G,north-carolina-greensboro,jordan-potts-1,2014
SO,79.0,Jordan Robertson,F,north-carolina-greensboro,jordan-robertson-1,2014
FR,78.0,Tevon Saddler,G,north-carolina-greensboro,tevon-saddler-1,2014
FR,80.0,RJ White,C,north-carolina-greensboro,rj-white-1,2014
FR,77.0,Tim Coleman,F,njit,tim-coleman-2,2014
FR,76.0,Jake Duncan,G,njit,jake-duncan-1,2014
JR,80.0,Daquan Holiday,F,njit,daquan-holiday-1,2014
SO,76.0,Ky Howard,G,njit,ky-howard-1,2014
FR,71.0,Damon Lynn,G,njit,damon-lynn-1,2014
FR,72.0,Montana Mayfield,G,njit,montana-mayfield-1,2014
JR,77.0,Odera Nweke,F-G,njit,odera-nweke-1,2014
SO,78.0,Terrence Smith,F,njit,terrence-smith-1,2014
SO,74.0,Nigel Sydnor,G,njit,nigel-sydnor-1,2014
SO,77.0,Emmanuel Tselentakis,G,njit,emmanuel-tselentakis-1,2014
FR,75.0,Rob Ukawuba,G,njit,rob-ukawuba-1,2014
SO,72.0,Winfield Willis,G,njit,winfield-willis-1,2014
JR,79.0,Tyshawn Bell,F,delaware-state,tyshawn-bell-1,2014
SO,76.0,Ashwell Boyd,G,delaware-state,ashwell-boyd-1,2014
FR,70.0,Rakeen Brown,G,delaware-state,rakeen-brown-1,2014
JR,70.0,Charles Burley,G,delaware-state,charles-burley-1,2014
SO,76.0,Nick Doyle,G-F,delaware-state,nick-doyle-1,2014
FR,79.0,Mrdjan Gasevic,F-C,delaware-state,mrdjan-gasevic-1,2014
JR,82.0,Kendall Gray,C,delaware-state,kendall-gray-1,2014
SO,75.0,Larry Haley,G,delaware-state,larry-haley-1,2014
FR,74.0,DeAndre Haywood,G,delaware-state,deandre-haywood-1,2014
FR,72.0,J. Walter Lawson,G,delaware-state,j-walter-lawson-1,2014
SR,77.0,Jordan Lawson,G,delaware-state,jordan-lawson-1,2014
SO,71.0,Chris Lewis,G,delaware-state,chris-lewis-3,2014
SO,78.0,Jason Owens,F,delaware-state,jason-owens-1,2014
SO,81.0,Scott Sill,F,delaware-state,scott-sill-1,2014
SR,70.0,Albert Thomas,G,delaware-state,albert-thomas-1,2014
SO,73.0,Cahli Thomas,G,delaware-state,cahli-thomas-1,2014
SR,77.0,Casey Walker,G,delaware-state,casey-walker-1,2014
JR,72.0,Kendal Williams,G,delaware-state,kendal-williams-1,2014
FR,78.0,Tony Armstrong,F,alabama-state,tony-armstrong-1,2014
SO,78.0,Bobby Brown,G-F,alabama-state,bobby-brown-2,2014
FR,79.0,Sean Burroughs,F,alabama-state,sean-burroughs-1,2014
FR,77.0,Nick Davis,G,alabama-state,nick-davis-2,2014
JR,79.0,Brandon Graham,F,alabama-state,brandon-graham-1,2014
FR,78.0,Billy Ingram,G-F,alabama-state,billy-ingram-1,2014
JR,81.0,Tony Jacob,F,alabama-state,tony-jacob-1,2014
FR,73.0,Terrance LeFlore,G,alabama-state,terrance-leflore-1,2014
SO,82.0,Devonte' Neal,C,alabama-state,devonte-neal-1,2014
SO,78.0,Luther Page,F,alabama-state,luther-page-1,2014
